timestamp_s,state_machine,target_visible,target_time_s,meas_local_x_m,meas_local_z_m,meas_global_x_m,meas_global_z_m,kf_x_m,kf_z_m,kf_vx_mps,kf_vz_mps,future_global_x_m,future_global_z_m,blended_global_x_m,blended_global_z_m,drive_distance_m,drive_bearing_rad,real_distance_to_platform_m,linear_cmd_mps,angular_cmd_radps,robot_x_m,robot_z_m,robot_theta_rad,innovation_x_m,innovation_z_m,negative_velocity_flag
1778572989.089404,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.141777,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.196559,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.248498,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.300138,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.353569,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.405767,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.464522,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.523750,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.576726,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.630325,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.682415,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.733454,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.784922,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.836749,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.905848,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572989.962743,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.014701,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.071413,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.148370,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.201561,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.265501,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.318641,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.392119,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.459411,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.513873,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.570408,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.627970,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.678978,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.732772,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.795676,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.851218,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.908617,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572990.960263,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.011786,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.066772,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.119164,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.172171,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.226806,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.281146,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
1778572991.334371,WAIT_FIRST,0,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0
