% teensy communication to/from Teensy
% 1 	Time (sec) from system
% 2 	(Tx) Send to Teensy
%   	(Rx) Received from Teensy
%   	(Qu N) Put in queue to Teensy, now queue size N
% 3 	Message string queued, send or received
1777025564.4275 ## Connection to USB open
1777025566.5115 Rx ;55vel 2129.7561 0.000 0.000 0.0000 0.000 4
1777025566.5128 Rx ;53pose 2129.7571 0.000 0.000 0.0000 3.1295
1777025566.5151 Rx ;05livn 104 92 77 98 84 76 86 21 5
1777025566.5181 Rx ;48pose 2129.7620 0.000 0.000 0.0000 3.1295
1777025566.5186 Rx ;62gyro 0.061035 -2.380371 1.129150 2129.764
1777025566.5193 Rx ;61vel 2129.7639 0.000 0.000 0.0000 0.000 4
1777025566.5206 Rx ;06acc 0.034668 -0.002441 1.171143 2129.765
1777025566.5218 Rx ;54pose 2129.7671 0.000 0.000 0.0000 3.1295
1777025566.5231 Rx ;78ird 0.338 1.282 6678 2856 1
1777025566.5243 Rx ;91mca 0.000 0.000 17
1777025566.5256 Rx ;99livn 100 93 85 94 90 88 85 25 5
1777025566.5269 Rx ;49pose 2129.7720 0.000 0.000 0.0000 3.1295
1777025566.5271 Rx ;52vel 2129.7720 0.000 0.000 0.0000 0.000 4
1777025566.5304 Rx ;32gyro -0.213623 -2.319336 0.793457 2129.776
1777025566.5327 Rx ;55pose 2129.7771 0.000 0.000 0.0000 3.1295
1777025566.5329 Rx ;32acc 0.032715 -0.005859 1.170898 2129.777
1777025566.5354 Rx ;94livn 83 86 83 84 86 80 100 35 5
1777025566.5355 Rx ;51vel 2129.7800 0.000 0.000 0.0000 0.000 4
1777025566.5378 Rx ;50pose 2129.7820 0.000 0.000 0.0000 3.1295
1777025566.5401 Rx ;36mot 0 0 0.1 0.1 0
1777025566.5413 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.5425 Rx ;56pose 2129.7871 0.000 0.000 0.0000 3.1295
1777025566.5426 Rx ;99gyro 0.091553 -2.197266 0.640869 2129.788
1777025566.5438 Rx ;60vel 2129.7881 0.000 0.000 0.0000 0.000 4
1777025566.5440 Rx ;64ird 0.338 1.207 6690 2941 1
1777025566.5442 Txd ;21motv 0 0
1777025566.5441 Rx ;15acc 0.032471 -0.000732 1.169922 2129.789
1777025566.5454 Rx ;57livn 107 95 85 81 78 78 76 3 5
1777025566.5471 Txd ;64leds 14 0 55 0
1777025566.5476 Rx ;51pose 2129.7920 0.000 0.000 0.0000 3.1295
1777025566.5510 Rx ;66vel 2129.7959 0.000 0.000 0.0000 0.000 4
1777025566.5516 Txd ;21motv 0 0
1777025566.5522 Rx ;64pose 2129.7969 0.000 0.000 0.0000 3.1295
1777025566.5551 Rx ;94gyro -0.183105 -2.105713 0.610352 2129.800
1777025566.5553 Rx ;54livn 95 92 87 90 78 82 80 23 5
1777025566.5565 Rx ;10acc 0.031494 -0.000977 1.165039 2129.801
1777025566.5578 Rx ;43pose 2129.8020 0.000 0.000 0.0000 3.1295
1777025566.5579 Rx ;90mca 0.000 0.000 16
1777025566.5591 Rx ;48vel 2129.8040 0.000 0.000 0.0000 0.000 4
1777025566.5597 Txd ;21motv 0 0
1777025566.5624 Rx ;56pose 2129.8069 0.000 0.000 0.0000 3.1295
1777025566.5636 Rx ;63ird 0.339 1.500 6673 2357 1
1777025566.5648 Rx ;15livn 103 89 89 79 83 89 79 10 5
1777025566.5671 Rx ;97gyro 0.152588 -2.288818 0.640869 2129.812
1777025566.5673 Rx ;47vel 2129.8120 0.000 0.000 0.0000 0.000 4
1777025566.5675 Rx ;44pose 2129.8120 0.000 0.000 0.0000 3.1295
1777025566.5687 Rx ;18acc 0.031738 -0.001709 1.169189 2129.813
1777025566.5721 Rx ;57pose 2129.8169 0.000 0.000 0.0000 3.1295
1777025566.5733 Rx ;36mot 0 0 0.1 0.1 0
1777025566.5745 Rx ;66livn 85 95 94 85 89 95 83 22 5
1777025566.5757 Rx ;47vel 2129.8201 0.000 0.000 0.0000 0.000 4
1777025566.5769 Rx ;45pose 2129.8220 0.000 0.000 0.0000 3.1295
1777025566.5793 Rx ;26gyro -0.091553 -2.258301 0.793457 2129.824
1777025566.5805 Rx ;05acc 0.033691 -0.002930 1.172119 2129.825
1777025566.5828 Rx ;58pose 2129.8269 0.000 0.000 0.0000 3.1295
1777025566.5830 Rx ;62vel 2129.8279 0.000 0.000 0.0000 0.000 4
1777025566.5831 Rx ;48ird 0.338 1.500 6680 2003 1
1777025566.5861 Rx ;62livn 79 82 74 73 75 76 89 33 5
1777025566.5874 Rx ;46pose 2129.8320 0.000 0.000 0.0000 3.1295
1777025566.5908 Rx ;92mca 0.001 0.000 17
1777025566.5909 Rx ;74gyro 0.030518 -2.258301 0.671387 2129.836
1777025566.5910 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.5912 Rx ;61vel 2129.8359 0.000 0.000 0.0000 0.000 4
1777025566.5924 Rx ;53pose 2129.8372 0.000 0.000 0.0000 3.1295
1777025566.5926 Rx ;03acc 0.031250 -0.003662 1.157227 2129.837
1777025566.5948 Rx ;66livn 77 85 83 84 84 84 96 19 5
1777025566.5973 Rx ;47pose 2129.8420 0.000 0.000 0.0000 3.1295
1777025566.5996 Rx ;52vel 2129.8440 0.000 0.000 0.0000 0.000 4
1777025566.6019 Rx ;60pose 2129.8469 0.000 0.000 0.0000 3.1295
1777025566.6032 Rx ;88gyro 0.061035 -2.410889 0.823975 2129.848
1777025566.6033 Rx ;68ird 0.338 1.500 6679 2159 1
1777025566.6045 Rx ;20acc 0.034668 -0.003906 1.172119 2129.849
1777025566.6046 Rx ;46livn 84 83 81 81 77 82 90 23 5
1777025566.6058 Rx ;36mot 0 0 0.1 0.1 0
1777025566.6070 Rx ;52vel 2129.8521 0.000 0.000 0.0000 0.000 4
1777025566.6071 Rx ;49pose 2129.8521 0.000 0.000 0.0000 3.1295
1777025566.6126 Rx ;61pose 2129.8569 0.000 0.000 0.0000 3.1295
1777025566.6150 Rx ;24gyro -0.183105 -2.319336 0.671387 2129.860
1777025566.6151 Rx ;03livn 102 98 85 80 83 85 84 19 5
1777025566.6153 Rx ;67vel 2129.8599 0.000 0.000 0.0000 0.000 4
1777025566.6165 Rx ;93acc 0.032715 -0.001221 1.166504 2129.861
1777025566.6181 Rx ;50pose 2129.8621 0.000 0.000 0.0000 3.1295
1777025566.6226 Rx ;62pose 2129.8669 0.000 0.000 0.0000 3.1295
1777025566.6229 Rx ;66vel 2129.8679 0.000 0.000 0.0000 0.000 4
1777025566.6231 Rx ;91mca 0.001 0.000 16
1777025566.6231 Rx ;70ird 0.339 1.500 6675 2569 1
1777025566.6254 Rx ;72livn 98 96 89 88 84 83 84 14 5
1777025566.6266 Rx ;04gyro 0.152588 -2.593994 0.915527 2129.872
1777025566.6278 Rx ;51pose 2129.8721 0.000 0.000 0.0000 3.1295
1777025566.6282 Rx ;10acc 0.031006 -0.002686 1.163818 2129.873
1777025566.6315 Rx ;57vel 2129.8760 0.000 0.000 0.0000 0.000 4
1777025566.6328 Rx ;55pose 2129.8770 0.000 0.000 0.0000 3.1295
1777025566.6351 Rx ;66livn 87 69 71 93 86 80 97 29 5
1777025566.6373 Rx ;52pose 2129.8821 0.000 0.000 0.0000 3.1295
1777025566.6385 Rx ;80gyro 0.091553 -2.014160 0.762939 2129.884
1777025566.6398 Rx ;36mot 0 0 0.1 0.1 0
1777025566.6398 Rx ;56vel 2129.8840 0.000 0.000 0.0000 0.000 4
1777025566.6400 Rx ;11acc 0.032959 -0.005371 1.170410 2129.885
1777025566.6413 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.6425 Rx ;56pose 2129.8870 0.000 0.000 0.0000 3.1295
1777025566.6437 Rx ;68ird 0.339 1.310 6668 2827 1
1777025566.6449 Rx ;57livn 96 83 77 86 81 81 86 22 5
1777025566.6472 Rx ;56vel 2129.8921 0.000 0.000 0.0000 0.000 4
1777025566.6473 Rx ;53pose 2129.8921 0.000 0.000 0.0000 3.1295
1777025566.6507 Rx ;26gyro -0.030518 -2.258301 0.671387 2129.896
1777025566.6519 Rx ;57pose 2129.8970 0.000 0.000 0.0000 3.1295
1777025566.6521 Rx ;19acc 0.035156 -0.003174 1.163818 2129.897
1777025566.6552 Rx ;66livn 87 94 78 90 91 94 94 29 5
1777025566.6553 Rx ;46vel 2129.9001 0.000 0.000 0.0000 0.000 4
1777025566.6566 Rx ;91mca 0.000 0.000 17
1777025566.6577 Rx ;52pose 2129.9019 0.000 0.000 0.0000 3.1295
1777025566.6624 Rx ;49pose 2129.9070 0.000 0.000 0.0000 3.1295
1777025566.6625 Rx ;86gyro 0.091553 -2.380371 0.976562 2129.908
1777025566.6629 Rx ;53vel 2129.9080 0.000 0.000 0.0000 0.000 4
1777025566.6631 Rx ;69ird 0.338 1.076 6684 3119 1
1777025566.6643 Rx ;56acc 0.033691 0.000000 1.171875 2129.909
1777025566.6645 Rx ;52livn 96 95 80 84 81 72 71 19 5
1777025566.6678 Rx ;46pose 2129.9121 0.000 0.000 0.0000 3.1295
1777025566.6716 Rx ;52vel 2129.9160 0.000 0.000 0.0000 0.000 4
1777025566.6719 Rx ;36mot 0 0 0.1 0.1 0
1777025566.6720 Rx ;50pose 2129.9170 0.000 0.000 0.0000 3.1295
1777025566.6754 Rx ;88gyro 0.030518 -2.288818 0.579834 2129.920
1777025566.6756 Rx ;05livn 109 90 90 90 89 92 95 19 5
1777025566.6768 Rx ;14acc 0.029541 -0.005127 1.166992 2129.921
1777025566.6771 Rx ;47pose 2129.9221 0.000 0.000 0.0000 3.1295
1777025566.6794 Rx ;52vel 2129.9241 0.000 0.000 0.0000 0.000 4
1777025566.6828 Rx ;51pose 2129.9270 0.000 0.000 0.0000 3.1295
1777025566.6830 Rx ;81ird 0.339 1.449 6662 2698 1
1777025566.6856 Rx ;62livn 97 94 80 83 93 86 92 28 5
1777025566.6870 Rx ;25gyro -0.061035 -2.227783 0.671387 2129.932
1777025566.6872 Rx ;51vel 2129.9321 0.000 0.000 0.0000 0.000 4
1777025566.6874 Rx ;48pose 2129.9321 0.000 0.000 0.0000 3.1295
1777025566.6887 Rx ;26acc 0.028564 -0.003418 1.169678 2129.933
1777025566.6889 Rx ;91mca 0.001 0.000 16
1777025566.6912 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.6924 Rx ;52pose 2129.9370 0.000 0.000 0.0000 3.1295
1777025566.6948 Rx ;90livn 87 101 84 81 86 80 83 13 5
1777025566.6949 Rx ;66vel 2129.9399 0.000 0.000 0.0000 0.000 4
1777025566.6972 Rx ;56pose 2129.9419 0.000 0.000 0.0000 3.1295
1777025566.6985 Rx ;80gyro 0.061035 -2.075195 0.854492 2129.944
1777025566.7008 Rx ;18acc 0.031494 -0.001953 1.173584 2129.945
1777025566.7021 Rx ;53pose 2129.9470 0.000 0.000 0.0000 3.1295
1777025566.7033 Rx ;57vel 2129.9480 0.000 0.000 0.0000 0.000 4
1777025566.7035 Rx ;69ird 0.338 1.500 6688 2646 1
1777025566.7047 Rx ;65livn 80 92 79 83 85 89 95 26 5
1777025566.7048 Rx ;36mot 0 0 0.1 0.1 0
1777025566.7070 Rx ;57pose 2129.9519 0.000 0.000 0.0000 3.1295
1777025566.7105 Rx ;38gyro -0.152588 -2.380371 0.854492 2129.956
1777025566.7118 Rx ;57vel 2129.9561 0.000 0.000 0.0000 0.000 4
1777025566.7120 Rx ;54pose 2129.9570 0.000 0.000 0.0000 3.1295
1777025566.7121 Rx ;67acc 0.030762 0.000488 1.168213 2129.957
1777025566.7155 Rx ;40livn 105 86 83 83 92 95 101 25 5
1777025566.7181 Rx ;58pose 2129.9619 0.000 0.000 0.0000 3.1295
1777025566.7194 Rx ;56vel 2129.9641 0.000 0.000 0.0000 0.000 4
1777025566.7219 Rx ;91mca 0.000 0.000 17
1777025566.7220 Rx ;55pose 2129.9670 0.000 0.000 0.0000 3.1295
1777025566.7233 Rx ;24gyro -0.061035 -2.380371 0.915527 2129.968
1777025566.7234 Rx ;59ird 0.338 1.500 6684 2118 1
1777025566.7246 Rx ;27acc 0.029297 -0.002197 1.166504 2129.969
1777025566.7248 Rx ;04livn 103 79 74 78 78 80 88 30 5
1777025566.7271 Rx ;62vel 2129.9719 0.000 0.000 0.0000 0.000 4
1777025566.7272 Rx ;59pose 2129.9719 0.000 0.000 0.0000 3.1295
1777025566.7328 Rx ;57pose 2129.9771 0.000 0.000 0.0000 3.1295
1777025566.7351 Rx ;94gyro 0.091553 -2.349854 0.854492 2129.980
1777025566.7352 Rx ;64livn 88 88 82 87 78 83 82 22 5
1777025566.7354 Rx ;53vel 2129.9800 0.000 0.000 0.0000 0.000 4
1777025566.7366 Rx ;17acc 0.032959 -0.000732 1.165527 2129.981
1777025566.7378 Rx ;60pose 2129.9819 0.000 0.000 0.0000 3.1295
1777025566.7380 Rx ;36mot 0 0 0.1 0.1 0
1777025566.7413 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.7425 Rx ;58pose 2129.9871 0.000 0.000 0.0000 3.1295
1777025566.7438 Rx ;61vel 2129.9880 0.000 0.000 0.0000 0.000 4
1777025566.7439 Rx ;66ird 0.339 1.500 6669 1716 1
1777025566.7453 Rx ;99livn 100 93 87 90 74 85 99 23 5
1777025566.7465 Rx ;76gyro 0.030518 -2.227783 0.701904 2129.992
1777025566.7477 Rx ;61pose 2129.9919 0.000 0.000 0.0000 3.1295
1777025566.7480 Txd ;62leds 14 0 80 0
1777025566.7490 Rx ;04acc 0.031250 -0.001221 1.166992 2129.993
1777025566.7514 Rx ;61vel 2129.9961 0.000 0.000 0.0000 0.000 4
1777025566.7527 Rx ;59pose 2129.9971 0.000 0.000 0.0000 3.1295
1777025566.7551 Rx ;03livn 98 73 89 86 71 91 103 25 5
1777025566.7553 Rx ;90mca 0.000 0.000 16
1777025566.7560 Rx ;81hbt 2130.0010 105 1033 11.37 4 8 8.9 0.57 0
1777025566.7573 Rx ;27pose 2130.0020 0.000 0.000 0.0000 3.1295
1777025566.7586 Rx ;62gyro 0.061035 -2.227783 0.640869 2130.004
1777025566.7598 Rx ;40vel 2130.0039 0.000 0.000 0.0000 0.000 4
1777025566.7614 Rx ;92acc 0.032471 -0.002686 1.170654 2130.006
1777025566.7626 Rx ;33pose 2130.0071 0.000 0.000 0.0000 3.1295
1777025566.7640 Rx ;57ird 0.339 1.500 6669 2040 1
1777025566.7653 Rx ;53livn 87 86 75 83 82 81 91 14 5
1777025566.7675 Rx ;31vel 2130.0120 0.000 0.000 0.0000 0.000 4
1777025566.7677 Rx ;28pose 2130.0120 0.000 0.000 0.0000 3.1295
1777025566.7711 Rx ;05gyro -0.244141 -2.349854 0.885010 2130.016
1777025566.7713 Rx ;36mot 0 0 0.1 0.1 0
1777025566.7725 Rx ;34pose 2130.0171 0.000 0.000 0.0000 3.1295
1777025566.7727 Rx ;06acc 0.033691 -0.000977 1.171387 2130.018
1777025566.7750 Rx ;68livn 89 86 87 88 78 83 92 20 5
1777025566.7752 Rx ;30vel 2130.0200 0.000 0.000 0.0000 0.000 4
1777025566.7775 Rx ;29pose 2130.0220 0.000 0.000 0.0000 3.1295
1777025566.7820 Rx ;35pose 2130.0271 0.000 0.000 0.0000 3.1295
1777025566.7833 Rx ;22gyro -0.061035 -2.288818 0.793457 2130.028
1777025566.7835 Rx ;39vel 2130.0281 0.000 0.000 0.0000 0.000 4
1777025566.7836 Rx ;58ird 0.338 1.500 6680 2454 1
1777025566.7848 Rx ;85acc 0.033691 -0.003418 1.166016 2130.030
1777025566.7851 Rx ;63livn 86 74 74 78 80 88 86 25 5
1777025566.7879 Rx ;30pose 2130.0320 0.000 0.000 0.0000 3.1295
1777025566.7881 Rx ;92mca 0.001 0.000 17
1777025566.7916 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.7918 Rx ;45vel 2130.0359 0.000 0.000 0.0000 0.000 4
1777025566.7920 Rx ;36pose 2130.0371 0.000 0.000 0.0000 3.1295
1777025566.7955 Rx ;78gyro -0.122070 -2.136230 0.701904 2130.040
1777025566.7957 Rx ;70livn 89 93 89 76 81 78 86 15 5
1777025566.7969 Rx ;53acc 0.031982 0.000977 1.166504 2130.042
1777025566.7974 Rx ;31pose 2130.0420 0.000 0.000 0.0000 3.1295
1777025566.7998 Rx ;44vel 2130.0439 0.000 0.000 0.0000 0.000 4
1777025566.8021 Rx ;44pose 2130.0469 0.000 0.000 0.0000 3.1295
1777025566.8034 Rx ;66ird 0.339 1.300 6675 2837 1
1777025566.8047 Rx ;36mot 0 0 0.1 0.1 0
1777025566.8048 Rx ;93livn 90 88 91 93 102 84 81 25 5
1777025566.8071 Rx ;63gyro 0.183105 -2.380371 0.793457 2130.052
1777025566.8073 Rx ;35vel 2130.0520 0.000 0.000 0.0000 0.000 4
1777025566.8075 Rx ;32pose 2130.0520 0.000 0.000 0.0000 3.1295
1777025566.8087 Rx ;92acc 0.032715 -0.002930 1.171387 2130.054
1777025566.8122 Rx ;45pose 2130.0569 0.000 0.000 0.0000 3.1295
1777025566.8146 Rx ;06livn 98 89 81 78 100 84 72 28 5
1777025566.8159 Rx ;35vel 2130.0601 0.000 0.000 0.0000 0.000 4
1777025566.8173 Rx ;33pose 2130.0620 0.000 0.000 0.0000 3.1295
1777025566.8187 Rx ;71gyro 0.274658 -2.655029 0.701904 2130.064
1777025566.8202 Rx ;94acc 0.030762 -0.000977 1.171143 2130.066
1777025566.8215 Rx ;36mca -0.000 0.000 16
1777025566.8227 Rx ;46pose 2130.0669 0.000 0.000 0.0000 3.1295
1777025566.8234 Rx ;50vel 2130.0679 0.000 0.000 0.0000 0.000 4
1777025566.8236 Rx ;69ird 0.339 0.917 6676 3402 1
1777025566.8249 Rx ;79livn 97 90 88 87 79 87 86 29 5
1777025566.8272 Rx ;34pose 2130.0720 0.000 0.000 0.0000 3.1295
1777025566.8307 Rx ;98gyro -0.061035 -2.380371 0.885010 2130.076
1777025566.8310 Rx ;49vel 2130.0759 0.000 0.000 0.0000 0.000 4
1777025566.8322 Rx ;40pose 2130.0771 0.000 0.000 0.0000 3.1295
1777025566.8324 Rx ;04acc 0.031250 -0.000488 1.170898 2130.078
1777025566.8348 Rx ;75livn 94 86 83 83 85 99 89 29 5
1777025566.8371 Rx ;36mot 0 0 0.1 0.1 0
1777025566.8372 Rx ;35pose 2130.0820 0.000 0.000 0.0000 3.1295
1777025566.8396 Rx ;40vel 2130.0840 0.000 0.000 0.0000 0.000 4
1777025566.8409 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.8423 Rx ;42pose 2130.0872 0.000 0.000 0.0000 3.1295
1777025566.8425 Rx ;57gyro 0.183105 -2.380371 0.732422 2130.088
1777025566.8438 Rx ;58ird 0.338 1.500 6680 2517 1
1777025566.8451 Rx ;03acc 0.031982 -0.003662 1.173828 2130.090
1777025566.8456 Rx ;06livn 91 82 78 82 79 73 74 5 5
1777025566.8479 Rx ;39vel 2130.0920 0.000 0.000 0.0000 0.000 4
1777025566.8482 Rx ;36pose 2130.0920 0.000 0.000 0.0000 3.1295
1777025566.8527 Rx ;49pose 2130.0969 0.000 0.000 0.0000 3.1295
1777025566.8543 Rx ;37mca 0.000 -0.000 17
1777025566.8555 Rx ;85gyro 0.396729 -2.288818 0.671387 2130.100
1777025566.8557 Rx ;02livn 110 97 90 96 91 90 96 19 5
1777025566.8558 Rx ;55vel 2130.0999 0.000 0.000 0.0000 0.000 4
1777025566.8571 Rx ;73acc 0.027100 -0.003174 1.164307 2130.102
1777025566.8573 Rx ;29pose 2130.1021 0.000 0.000 0.0000 3.1295
1777025566.8629 Rx ;41pose 2130.1069 0.000 0.000 0.0000 3.1295
1777025566.8631 Rx ;45vel 2130.1079 0.000 0.000 0.0000 0.000 4
1777025566.8633 Rx ;62ird 0.339 1.500 6670 1873 1
1777025566.8645 Rx ;60livn 93 95 94 95 87 90 91 33 5
1777025566.8668 Rx ;85gyro -0.091553 -2.502441 1.007080 2130.112
1777025566.8670 Rx ;30pose 2130.1121 0.000 0.000 0.0000 3.1295
1777025566.8682 Rx ;36acc 0.031738 0.000000 1.169922 2130.114
1777025566.8706 Rx ;36mot 0 0 0.1 0.1 0
1777025566.8717 Rx ;36vel 2130.1160 0.000 0.000 0.0000 0.000 4
1777025566.8730 Rx ;42pose 2130.1169 0.000 0.000 0.0000 3.1295
1777025566.8746 Rx ;50livn 105 98 93 104 96 94 97 20 5
1777025566.8780 Rx ;31pose 2130.1221 0.000 0.000 0.0000 3.1295
1777025566.8792 Rx ;59gyro 0.122070 -2.197266 0.946045 2130.124
1777025566.8794 Rx ;35vel 2130.1240 0.000 0.000 0.0000 0.000 4
1777025566.8806 Rx ;12acc 0.031494 -0.000977 1.169189 2130.126
1777025566.8829 Rx ;35pose 2130.1270 0.000 0.000 0.0000 3.1295
1777025566.8832 Rx ;67ird 0.339 1.500 6669 1636 1
1777025566.8864 Rx ;93livn 82 76 73 85 75 83 100 35 5
1777025566.8877 Rx ;90mca 0.000 0.000 16
1777025566.8878 Rx ;35vel 2130.1321 0.000 0.000 0.0000 0.000 4
1777025566.8879 Rx ;32pose 2130.1321 0.000 0.000 0.0000 3.1295
1777025566.8905 Rx ;10gyro -0.152588 -2.380371 0.885010 2130.136
1777025566.8912 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.8924 Rx ;36pose 2130.1370 0.000 0.000 0.0000 3.1295
1777025566.8926 Rx ;03acc 0.029541 -0.002441 1.169189 2130.138
1777025566.8949 Rx ;63livn 98 82 88 91 79 85 81 14 5
1777025566.8951 Rx ;34vel 2130.1401 0.000 0.000 0.0000 0.000 4
1777025566.8975 Rx ;39pose 2130.1418 0.000 0.000 0.0000 3.1295
1777025566.9056 Rx ;37pose 2130.1470 0.000 0.000 0.0000 3.1295
1777025566.9057 Rx ;60gyro 0.091553 -2.136230 0.946045 2130.148
1777025566.9059 Rx ;36mot 0 0 0.1 0.1 0
1777025566.9059 Rx ;49vel 2130.1479 0.000 0.000 0.0000 0.000 4
1777025566.9061 Rx ;43ird 0.340 1.500 6660 1602 1
1777025566.9062 Rx ;87acc 0.034424 -0.001953 1.166504 2130.150
1777025566.9063 Rx ;56livn 89 90 88 84 83 80 85 21 5
1777025566.9077 Rx ;41pose 2130.1519 0.000 0.000 0.0000 3.1295
1777025566.9112 Rx ;40vel 2130.1560 0.000 0.000 0.0000 0.000 4
1777025566.9125 Rx ;38pose 2130.1570 0.000 0.000 0.0000 3.1295
1777025566.9148 Rx ;77gyro 0.091553 -2.532959 1.037598 2130.160
1777025566.9151 Rx ;93livn 107 90 82 91 86 93 93 21 5
1777025566.9163 Rx ;82acc 0.028564 -0.001221 1.173340 2130.162
1777025566.9176 Rx ;35pose 2130.1621 0.000 0.000 0.0000 3.1295
1777025566.9191 Rx ;40vel 2130.1641 0.000 0.000 0.0000 0.000 4
1777025566.9204 Rx ;91mca 0.000 0.000 17
1777025566.9228 Rx ;39pose 2130.1670 0.000 0.000 0.0000 3.1295
1777025566.9240 Rx ;57ird 0.339 1.500 6662 2146 1
1777025566.9254 Rx ;65livn 93 85 84 98 88 76 73 23 5
1777025566.9294 Rx ;65gyro 0.061035 -2.410889 0.915527 2130.172
1777025566.9296 Rx ;39vel 2130.1721 0.000 0.000 0.0000 0.000 4
1777025566.9297 Rx ;36pose 2130.1721 0.000 0.000 0.0000 3.1295
1777025566.9299 Rx ;57acc 0.028809 0.003662 1.172363 2130.174
1777025566.9322 Rx ;40pose 2130.1770 0.000 0.000 0.0000 3.1295
1777025566.9346 Rx ;68livn 96 95 79 91 97 92 82 36 5
1777025566.9358 Rx ;54vel 2130.1799 0.000 0.000 0.0000 0.000 4
1777025566.9360 Rx ;36mot 0 0 0.1 0.1 0
1777025566.9373 Rx ;37pose 2130.1821 0.000 0.000 0.0000 3.1295
1777025566.9386 Rx ;58gyro 0.030518 -2.014160 0.793457 2130.184
1777025566.9409 Rx ;93acc 0.031250 -0.005615 1.165527 2130.186
1777025566.9413 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.9425 Rx ;41pose 2130.1870 0.000 0.000 0.0000 3.1295
1777025566.9437 Rx ;45vel 2130.1880 0.000 0.000 0.0000 0.000 4
1777025566.9439 Rx ;77ird 0.339 1.366 6676 2772 1
1777025566.9453 Rx ;62livn 79 76 69 69 73 72 75 14 5
1777025566.9477 Rx ;45pose 2130.1919 0.000 0.000 0.0000 3.1295
1777025566.9511 Rx ;79gyro 0.213623 -2.227783 1.159668 2130.196
1777025566.9512 Txd ;09leds 14 0 105 0
1777025566.9513 Rx ;44vel 2130.1960 0.000 0.000 0.0000 0.000 4
1777025566.9525 Rx ;42pose 2130.1970 0.000 0.000 0.0000 3.1295
1777025566.9526 Rx ;92acc 0.031006 -0.003174 1.174805 2130.198
1777025566.9541 Rx ;90mca 0.000 0.000 16
1777025566.9553 Rx ;51livn 88 84 73 80 80 86 92 14 5
1777025566.9575 Rx ;37pose 2130.2019 0.000 0.000 0.0000 3.1295
1777025566.9598 Rx ;35vel 2130.2041 0.000 0.000 0.0000 0.000 4
1777025566.9621 Rx ;34pose 2130.2070 0.000 0.000 0.0000 3.1295
1777025566.9632 Rx ;06gyro -0.030518 -2.441406 0.640869 2130.208
1777025566.9633 Rx ;55ird 0.339 1.061 6670 3142 1
1777025566.9645 Rx ;38acc 0.032715 0.000244 1.167725 2130.210
1777025566.9646 Rx ;64livn 94 83 79 79 77 75 90 15 5
1777025566.9679 Rx ;41vel 2130.2119 0.000 0.000 0.0000 0.000 4
1777025566.9681 Rx ;38pose 2130.2119 0.000 0.000 0.0000 3.1295
1777025566.9693 Rx ;36mot 0 0 0.1 0.1 0
1777025566.9725 Rx ;35pose 2130.2180 0.000 0.000 0.0000 3.1294
1777025566.9748 Rx ;75gyro 0.152588 -2.044678 0.854492 2130.220
1777025566.9749 Rx ;67livn 98 94 90 98 89 85 93 20 5
1777025566.9750 Rx ;32vel 2130.2200 0.000 0.000 0.0000 0.000 4
1777025566.9761 Rx ;54acc 0.031982 0.002197 1.161865 2130.222
1777025566.9773 Rx ;40pose 2130.2229 0.000 0.000 0.0000 3.1295
1777025566.9827 Rx ;36pose 2130.2280 0.000 0.000 0.0000 3.1294
1777025566.9840 Rx ;40vel 2130.2280 0.000 0.000 0.0000 0.000 4
1777025566.9841 Rx ;66ird 0.339 0.961 6673 3313 1
1777025566.9852 Rx ;37livn 97 90 85 81 87 110 102 15 5
1777025566.9861 Rx ;91mca 0.000 0.000 17
1777025566.9877 Rx ;64gyro 0.213623 -2.319336 0.823975 2130.232
1777025566.9879 Rx ;41pose 2130.2329 0.000 0.000 0.0000 3.1295
1777025566.9890 Rx ;33acc 0.033691 0.000244 1.170410 2130.234
1777025566.9913 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025566.9914 Rx ;40vel 2130.2361 0.000 0.000 0.0000 0.000 4
1777025566.9925 Rx ;38pose 2130.2380 0.000 0.000 0.0000 3.1295
1777025566.9947 Rx ;52livn 93 83 72 78 87 90 81 14 5
1777025566.9980 Rx ;41pose 2130.2429 0.000 0.000 0.0000 3.1294
1777025566.9992 Rx ;99gyro -0.061035 -2.502441 0.854492 2130.244
1777025566.9993 Rx ;46vel 2130.2439 0.000 0.000 0.0000 0.000 4
1777025567.0004 Rx ;81acc 0.031006 -0.000732 1.172607 2130.246
1777025567.0026 Rx ;36mot 0 0 0.1 0.1 0
1777025567.0027 Rx ;39pose 2130.2480 0.000 0.000 0.0000 3.1295
1777025567.0038 Rx ;63ird 0.338 1.500 6679 2523 1
